type,subCity,price,bedRooms,rooms,floor,area,stype
Old,chugureti,600,1,2,2,65,rent
New,didube,799,1,2,6,50,rent
New,digomi,799,2,3,3,67,rent
Old,saburtalo,799,2,3,2,75,rent
Old,saburtalo,666,1,2,6,40,rent
Old,saburtalo,600,1,1,2,45,rent
New,digomi,799,1,2,2,60,rent
Old,mukhiani,800,2,3,4,100,rent
Old,saburtalo,666,2,3,3,70,rent
Old,saburtalo,586,1,2,8,50,rent
Old,saburtalo,600,1,1,5,40,rent
Old,saburtalo,600,1,1,3,56,rent
Old,saburtalo,630,1,1,2,38,rent
Old,saburtalo,700,1,3,9,70,rent
New,vake,1860,2,3,3,100,rent
Old,saburtalo,799,1,2,4,45,rent
Old,saburtalo,612,1,1,2,40,rent
New,vake,3430,2,3,4,115,rent
New,vake,3420,2,3,3,109,rent
New,vake,3420,2,3,2,107,rent
New,vake,2320,1,2,1,69,rent
New,vake,2200,1,2,9,69,rent
Old,vera,700,0,2,1,57,rent
New,vake,5360,2,3,8,115,rent
New,vake,5360,1,2,12,74,rent
Old,saburtalo,1200,2,3,3,90,rent
New,vake,2530,1,2,9,75,rent
New,sanzona,600,1,2,1,65,rent
Old,chugureti,1070,1,2,1,70,rent
New,vake,1200,1,2,4,50,rent
New,vake,1200,1,2,3,60,rent
New,saburtalo,1330,1,2,9,90,rent
Old,vake,799,1,2,4,40,rent
New,varketili,599,1,2,4,50,rent
New,vake,2260,2,3,9,105,rent
New,vake,2660,2,3,4,75,rent
New,saburtalo,1720,2,3,14,85,rent
New,saburtalo,2400,2,3,3,135,rent
Old, (i-vii),550,1,1,4,45,rent
New,digomi,799,1,2,9,45,rent
Old,didube,799,2,3,8,85,rent
Old, (i-vii),799,1,2,1,55,rent
New,digomi,600,1,2,2,41,rent
New,saburtalo,1620,1,2,10,70,rent
New,saburtalo,2160,3,4,10,130,rent
New,saburtalo,1070,1,2,3,58,rent
New,nadzaladevi,550,1,2,1,50,rent
Old,saburtalo,799,1,2,4,65,rent
Old,vera,2080,1,2,7,75,rent
Old,saburtalo,1200,2,3,9,90,rent
Old,mtatsminda,1050,2,3,2,80,rent
New,ortachala,1350,1,2,8,52,rent
New,saburtalo,4000,3,4,8,200,rent
Old,saburtalo,1070,1,2,6,72,rent
New,vake,2050,2,3,7,165,rent
New,digomi,546,0,1,1,27,rent
New,sanzona,600,1,2,1,60,rent
Old,gldani,500,1,2,9,60,rent
New,vake,2750,2,3,8,110,rent
New,vake,3440,2,3,7,106,rent
New,saburtalo,1200,2,3,5,70,rent
New,vake,2300,1,2,6,74,rent
New,vake,2340,1,2,5,75,rent
New,vake,2460,1,2,4,85,rent
New,saburtalo,1730,2,3,9,90,rent
New,vake,2490,1,2,3,74,rent
New,vake,2240,1,2,2,68,rent
New,vake,2260,1,2,1,65,rent
New,vake,2340,1,2,9,65,rent
New,vake,2270,1,2,9,68,rent
New,vake,2560,1,2,8,81,rent
New,vake,3270,1,2,7,105,rent
New,vake,2600,1,2,6,80,rent
Old,(i-v),600,1,2,4,70,rent
New,digomi,650,1,2,5,40,rent
New,saburtalo,799,1,2,5,50,rent
New,vake,2530,1,2,5,70,rent
New,saburtalo,900,1,2,5,52,rent
New,saburtalo,2260,2,3,5,80,rent
New,saburtalo,1000,1,2,7,72,rent
New,saburtalo,1070,2,3,8,53,rent
New,saburtalo,1200,2,3,5,68,rent
New,saburtalo,1200,2,3,13,70,rent
New,gldani,650,1,2,7,45,rent
New,saburtalo,1070,1,2,6,55,rent
New,gldani,1100,2,4,2,115,rent
New,gldani,750,2,3,2,58,rent
Old,saburtalo,650,0,2,2,68,rent
New,gldani,1200,1,2,2,50,rent
New,saburtalo,2130,2,3,10,80,rent
New,saburtalo,1200,1,2,15,65,rent
New,gldani,1070,1,2,3,55,rent
New,digomi,612,1,2,4,63,rent
New,mukhiani,700,1,2,7,45,rent
New,saburtalo,1190,1,2,4,45,rent
New,gldani,1200,1,2,8,62,rent
New,saburtalo,2080,1,2,2,58,rent
New,saburtalo,1700,2,3,6,130,rent
New,vake,2860,2,3,8,125,rent
Old,ortachala,450,1,1,2,35,rent
New,sololaki,2660,1,2,2,75,rent
New,vake,4160,4,5,11,200,rent
New,saburtalo,1050,1,2,6,52,rent
New,vake,3130,3,4,6,175,rent
New,isani,980,2,3,7,96,rent
New,isani,1000,1,2,1,50,rent
New,saburtalo,2940,2,3,5,115,rent
New,gldani,700,1,2,1,65,rent
Old,saburtalo,2090,3,4,11,150,rent
New,vazisubani,1200,3,4,3,94,rent
New,digomi,3100,3,5,2,140,rent
New,gldani,932,1,2,15,42,rent
New,saburtalo,2620,4,5,13,130,rent
New,saburtalo,1830,2,3,9,110,rent
New,gldani,800,1,2,4,55,rent
New,tskneti,1720,2,3,3,90,rent
New,massive,1330,1,2,7,60,rent
New,saburtalo,3920,2,4,6,120,rent
Old,gldani,500,1,1,2,55,rent
Old,vera,1300,2,2,3,110,rent
Old,chugureti,800,2,3,1,60,rent
Old,chugureti,800,1,2,2,60,rent
New,saburtalo,3990,2,3,2,104,rent
New,saburtalo,932,1,2,3,58,rent
New,vake,2130,2,3,3,156,rent
New,saburtalo,1070,1,2,12,66,rent
New,gldani,1070,2,3,10,70,rent
New,saburtalo,1840,2,3,5,90,rent
New,saburtalo,2700,2,3,6,110,rent
New,isani,980,2,3,7,96,rent
New,vake,2940,3,4,6,143,rent
New,saburtalo,1960,2,3,3,135,rent
New,nadzaladevi,980,1,2,7,53,rent
New,avlabari,1200,3,4,2,84,rent
New,ortachala,2450,3,4,11,167,rent
New,nadzaladevi,980,1,2,3,45,rent
New,saburtalo,600,1,2,4,37,rent
New,gldani,879,1,2,6,60,rent
New,saburtalo,1570,3,4,5,135,rent
New,isani,1230,2,3,11,75,rent
New,vake,1720,2,3,11,70,rent
New,vake,1230,2,3,7,100,rent
New,vake,2940,3,4,2,196,rent
New,vake,3230,3,5,6,160,rent
New,vake,2130,2,3,4,105,rent
New,saburtalo,1460,1,2,9,46,rent
New,vake,3470,3,5,4,137,rent
New,gldani,985,2,3,8,60,rent
Old,nadzaladevi,600,1,1,4,65,rent
Old,saburtalo,1070,2,3,5,75,rent
New,saburtalo,1330,1,2,9,53,rent
New,vake,2400,2,3,5,85,rent
New,saburtalo,1730,2,3,5,107,rent
New,saburtalo,1010,1,2,14,55,rent
Old,saburtalo,500,1,2,3,45,rent
New,digomi,932,2,3,7,65,rent
New,saburtalo,1070,2,3,7,70,rent
New,saburtalo,1500,1,2,7,75,rent
New,vake,1640,1,2,4,60,rent
Old,sololaki,2700,1,1,1,55,rent
New,gldani,700,2,2,1,75,rent
New,mtatsminda,1330,1,2,4,41,rent
New,vake,1300,1,2,7,75,rent
New,saburtalo,2230,2,3,5,77,rent
New,saburtalo,1570,2,3,5,90,rent
New,saburtalo,4190,1,2,4,148,rent
New,vake,3140,3,4,6,175,rent
New,saburtalo,1830,2,3,7,137,rent
New,saburtalo,1820,2,3,15,100,rent
New,saburtalo,1840,2,3,14,80,rent
New,vera,3200,2,3,8,80,rent
New,saburtalo,1900,3,4,6,120,rent
New,saburtalo,3930,4,5,16,150,rent
New,saburtalo,1570,2,3,8,100,rent
New,saburtalo,2500,2,3,6,135,rent
New,vake,3700,3,4,4,160,rent
New,saburtalo,1330,2,3,2,70,rent
New,saburtalo,2390,2,4,2,120,rent
New,vake,3000,3,4,10,135,rent
New,saburtalo,1470,1,2,9,75,rent
New,gldani,850,1,2,14,40,rent
New,saburtalo,1960,2,3,10,100,rent
New,saburtalo,3190,4,6,4,180,rent
New,saburtalo,1600,2,3,11,95,rent
Old,saburtalo,1190,1,2,5,80,rent
New,vake,2000,1,2,6,64,rent
New,saburtalo,1220,0,2,3,55,rent
Old,sololaki,5300,3,4,2,165,rent
New,avlabari,2260,2,3,7,115,rent
New,saburtalo,1750,2,3,14,70,rent
New,gldani,932,2,3,7,60,rent
New,saburtalo,1480,1,2,4,59,rent
New,gldani,700,1,2,12,45,rent
New,saburtalo,2050,1,2,8,70,rent
Old,avlabari,500,1,1,1,10,rent
New,saburtalo,1600,1,2,18,65,rent
New,gldani,900,1,2,7,65,rent
New,vake,2400,2,3,8,115,rent
New,saburtalo,2990,2,3,7,145,rent
New,mukhiani,759,1,2,6,45,rent
New,vake,3500,3,4,6,175,rent
New,saburtalo,6000,3,4,12,260,rent
New,vake,6500,4,5,8,214,rent
New,saburtalo,3060,2,3,12,120,rent
New,saburtalo,5750,3,4,3,180,rent
New,gldani,932,2,3,5,60,rent
New,massive,1330,1,2,6,65,rent
New,saburtalo,1500,2,3,2,76,rent
Old, (i-vii),612,1,2,2,38,rent
New,vake,9870,7,9,8,380,rent
New,saburtalo,2000,2,3,7,80,rent
Old,varketili,500,2,3,2,80,rent
New,vake,1620,2,4,7,130,rent
Old,sanzona,550,2,3,0,50,rent
New,isani,1200,1,2,5,51,rent
Old,saburtalo,400,1,1,6,26,rent
New,ortachala,1200,1,2,3,51,rent
Old,ortachala,1400,2,3,2,100,rent
New,vera,4000,2,3,18,140,rent
New,saburtalo,2000,2,4,10,130,rent
Old,didube,1570,2,3,4,85,rent
New,vake,2350,1,2,8,62,rent
New,saburtalo,2090,3,4,9,110,rent
New,saburtalo,4170,2,3,6,120,rent
New,saburtalo,1000,1,2,1,71,rent
New,saburtalo,1110,2,3,1,70,rent
Old,saburtalo,735,0,2,1,30,rent
New,vake,3190,3,4,2,111,rent
New,vake,2450,2,3,2,166,rent
New,vake,2450,2,3,6,101,rent
New,vera,3830,2,3,4,100,rent
Old,saburtalo,3220,4,5,5,210,rent
New,vake,1960,2,3,2,135,rent
New,saburtalo,4040,2,3,6,120,rent
New,saburtalo,1960,2,3,14,72,rent
New,gldani,985,2,3,8,70,rent
New,saburtalo,1470,1,2,6,90,rent
New,vake,1590,1,2,6,66,rent
New,mtatsminda,3680,2,3,9,87,rent
New,vake,3190,3,4,2,197,rent
New,saburtalo,857,1,2,6,61,rent
New,saburtalo,3680,4,6,6,184,rent
New,saburtalo,1230,1,2,9,76,rent
New,saburtalo,1230,2,4,11,122,rent
New,saburtalo,1230,2,3,2,91,rent
New,saburtalo,3920,3,4,12,155,rent
New,saburtalo,2940,2,3,6,111,rent
New,vake,1560,3,5,4,181,rent
New,vera,3000,2,3,8,122,rent
New,vake,1400,1,2,5,76,rent
New,vera,1470,1,2,9,91,rent
New,sololaki,2450,2,3,3,91,rent
New,vera,1960,2,3,6,81,rent
New,saburtalo,1470,2,3,3,105,rent
New,vake,2100,2,3,2,100,rent
New,digomi,666,1,2,6,48,rent
New,sololaki,2100,2,3,2,75,rent
New,saburtalo,1600,2,3,9,130,rent
New,massive,1000,1,2,8,44,rent
New,ortachala,1500,1,2,9,51,rent
Old,digomi,932,2,3,6,80,rent
New,vake,1330,1,2,3,71,rent
New,saburtalo,1000,1,2,3,40,rent
Old, (i-vii),799,1,2,5,47,rent
New,gldani,932,2,3,3,72,rent
New,vake,1440,2,3,5,94,rent
Old,vera,1300,2,3,1,100,rent
Old,mtatsminda,2600,2,3,4,95,rent
New,saburtalo,2200,3,4,7,165,rent
Old,vake,1200,1,2,6,85,rent
Old,vera,1080,1,1,5,50,rent
New,vake,2150,2,3,7,90,rent
New,vake,2660,3,4,2,170,rent
Old,saburtalo,1460,2,3,3,85,rent
New,saburtalo,1460,2,3,8,87,rent
New,chugureti,1460,2,3,5,85,rent
New,vake,3990,3,4,3,163,rent
Old,vera,1070,1,2,6,55,rent
Old,saburtalo,1070,1,2,7,72,rent
Old,mtatsminda,1980,1,2,2,57,rent
Old,chugureti,1200,1,2,1,60,rent
Old,vake,820,2,3,5,130,rent
New,saburtalo,2130,2,3,19,120,rent
New,saburtalo,3990,3,4,10,144,rent
Old,didube,800,2,3,5,85,rent
Old,mukhiani,450,0,1,7,32,rent
Old,mukhiani,450,1,1,7,32,rent
Old,digomi,800,1,2,7,75,rent
New,vake,1730,1,2,9,70,rent
New,saburtalo,799,1,2,2,55,rent
New,saburtalo,1070,1,2,6,58,rent
Old,didube,400,1,1,1,30,rent
New,vera,1850,1,2,4,70,rent
New,sololaki,1500,2,3,2,100,rent
New,vake,2750,1,2,7,85,rent
New,isani,800,1,2,1,57,rent
New,vake,2460,1,2,3,78,rent
New,vake,3370,2,3,2,107,rent
New,digomi,750,2,3,1,70,rent
New,vake,2960,1,2,1,102,rent
New,vake,3500,1,2,9,80,rent
Old,saburtalo,600,1,2,8,50,rent
New,nadzaladevi,850,1,2,8,57,rent
New,massive,1070,1,2,6,65,rent
Old,saburtalo,799,1,1,8,30,rent
Old, (i-vii),650,1,1,5,32,rent
New,vake,2360,1,2,8,65,rent
New,vake,2430,1,2,8,68,rent
Old, (i-vii),586,1,2,2,36,rent
New,avlabari,2000,2,3,8,100,rent
New,vake,1860,1,2,9,67,rent
New,vake,2200,1,2,8,65,rent
Old,mukhiani,300,0,2,2,25,rent
New,vake,4320,3,4,6,140,rent
New,isani,1070,2,3,2,65,rent
New,vake,3340,2,3,5,115,rent
Old, (i-vii),666,1,2,5,36,rent
Old,nadzaladevi,1070,2,3,7,73,rent
New,vake,3260,2,3,4,104,rent
New,didube,1200,1,2,5,70,rent
New,saburtalo,1850,1,2,18,50,rent
New,vake,2160,1,2,2,65,rent
New,nadzaladevi,900,2,3,5,55,rent
Old,vake,1410,2,3,5,90,rent
New,vake,3340,2,3,2,125,rent
New,ortachala,1070,1,2,5,54,rent
New,digomi,1070,2,3,2,90,rent
Old,saburtalo,666,1,2,1,57,rent
New,vake,3170,1,2,1,100,rent
Old,saburtalo,700,2,4,1,76,rent
New,vake,2410,1,2,9,65,rent
New,vake,2450,1,2,8,83,rent
New,saburtalo,1070,1,2,2,65,rent
New,saburtalo,1740,2,3,8,140,rent
Old,gldani,650,1,2,5,70,rent
New,vake,2320,1,2,7,81,rent
New,saburtalo,1860,3,4,9,160,rent
New,vake,3440,2,3,7,123,rent
Old,saburtalo,700,1,2,2,60,rent
New,digomi,799,1,2,5,50,rent
New,saburtalo,932,2,3,5,95,rent
New,saburtalo,1140,1,2,5,62,rent
Old,saburtalo,600,1,1,2,35,rent
Old,varketili,350,1,1,3,34,rent
Old,saburtalo,1590,4,5,7,200,rent
New,saburtalo,2200,3,4,7,115,rent
New,digomi,799,1,2,2,62,rent
New,saburtalo,1600,2,3,8,90,rent
Old,saburtalo,600,1,1,2,35,rent
Old,chugureti,1730,2,3,1,90,rent
New,saburtalo,1070,1,2,2,60,rent
Old,saburtalo,600,1,1,2,35,rent
Old,saburtalo,1250,1,3,3,95,rent
Old,saburtalo,850,1,2,3,60,rent
Old,saburtalo,600,1,1,2,30,rent
Old,saburtalo,799,1,2,5,67,rent
New,saburtalo,879,1,2,2,61,rent
Old,saburtalo,784,1,2,6,55,rent
Old,sololaki,1070,1,2,2,35,rent
Old,mtatsminda,600,1,2,1,45,rent
New,didube,985,1,2,2,52,rent
New,saburtalo,935,1,2,2,50,rent
Old,saburtalo,935,2,3,12,100,rent
Old,vake,1330,2,3,7,75,rent
New,saburtalo,1460,2,3,3,100,rent
New,digomi,750,1,2,7,52,rent
New,didube,1410,2,3,8,70,rent
New,saburtalo,1600,2,3,14,75,rent
New,vake,2650,3,4,7,160,rent
Old,saburtalo,1070,2,3,2,85,rent
New,ortachala,1070,2,3,13,85,rent
Old,saburtalo,600,0,1,3,35,rent
New,digomi,799,1,2,11,46,rent
New,saburtalo,1860,2,2,7,90,rent
Old, (i-vii),665,1,1,2,35,rent
New,didube,1070,2,3,7,115,rent
Old,saburtalo,799,1,2,4,45,rent
Old,saburtalo,600,0,1,3,35,rent
New,avlabari,1600,1,2,4,50,rent
New,didube,650,1,1,5,35,rent
Old,saburtalo,1460,2,3,5,110,rent
New,didube,650,1,1,4,40,rent
New,vake,932,1,2,5,55,rent
New,didube,650,1,1,4,40,rent
Old,saburtalo,932,1,1,5,40,rent
New,didube,650,0,1,6,40,rent
New,saburtalo,1460,3,4,5,170,rent
Old,saburtalo,700,1,2,6,65,rent
New,didube,650,1,1,4,40,rent
Old,ortachala,586,1,1,1,30,rent
New,saburtalo,1280,1,2,3,70,rent
New,varketili,600,1,2,1,47,rent
Old,mtatsminda,1060,2,3,2,80,rent
New,vake,1330,1,2,3,71,rent
New,varketili,600,1,2,1,57,rent
New,ponichala,250,1,2,2,50,rent
New,didube,1330,1,2,7,70,rent
New,saburtalo,1330,1,2,5,65,rent
New,didube,650,0,1,4,40,rent
Old,saburtalo,1200,1,2,2,95,rent
New,didube,1460,2,3,5,80,rent
New,nadzaladevi,1200,2,3,7,73,rent
Old,nadzaladevi,932,3,4,4,130,rent
New,saburtalo,2000,2,3,8,100,rent
New,digomi,799,2,3,3,70,rent
New,didube,1200,2,3,9,70,rent
New,chugureti,1060,2,3,8,78,rent
New,vake,2370,1,2,6,68,rent
Old,mtatsminda,1010,1,2,2,47,rent
New,saburtalo,1460,2,3,9,120,rent
Old,vake,1460,0,2,2,75,rent
New,vake,2130,2,3,9,105,rent
New,saburtalo,2660,2,3,3,90,rent
New,didube,932,1,2,10,50,rent
Old,saburtalo,932,1,2,5,80,rent
New,vake,3500,2,3,5,105,rent
Old,didube,799,2,3,5,85,rent
Old,saburtalo,1070,1,2,1,65,rent
New,avlabari,2000,1,2,8,62,rent
New,vake,2350,1,2,4,70,rent
New,chugureti,1060,2,3,6,78,rent
Old,didube,799,2,3,5,80,rent
New,saburtalo,1200,2,3,8,100,rent
Old,saburtalo,450,0,1,8,45,rent
New,vake,2570,1,2,3,80,rent
New,chugureti,1060,2,3,6,78,rent
New,vake,3400,2,3,2,103,rent
New,chugureti,1060,2,3,6,75,rent
New,didube,799,1,2,7,50,rent
New,saburtalo,1010,2,3,12,110,rent
Old,mtatsminda,2000,3,4,1,120,rent
New,varketili,932,2,3,3,76,rent
New,digomi,650,1,2,2,50,rent
New,vake,2440,1,2,1,65,rent
New,saburtalo,1200,2,3,2,65,rent
Old,varketili,800,2,3,5,75,rent
New,vake,3400,2,3,9,106,rent
Old,sanzona,666,1,2,8,50,rent
New,saburtalo,1330,1,3,5,60,rent
New,vake,3200,2,3,8,100,rent
New,vake,7990,4,6,9,400,rent
New,vake,3440,2,3,7,114,rent
New,digomi,932,1,2,10,52,rent
New,ortachala,932,1,2,7,45,rent
New,saburtalo,855,1,2,8,50,rent
New,chugureti,1060,2,3,6,75,rent
New,vake,3480,2,3,7,125,rent
New,saburtalo,799,1,2,1,40,rent
New,saburtalo,1200,1,2,10,58,rent
New,vake,1870,1,2,7,85,rent
New,saburtalo,935,1,2,9,42,rent
New,saburtalo,1070,1,2,7,55,rent
New,vake,1330,1,2,6,60,rent
New,massive,850,1,2,5,55,rent
New,saburtalo,1060,1,2,5,60,rent
New,chugureti,1060,2,3,7,75,rent
New,vake,2130,3,4,1,127,rent
New,saburtalo,1200,1,2,5,60,rent
Old,vake,932,2,3,4,85,rent
New,didube,799,1,2,7,65,rent
Old,saburtalo,660,1,1,3,45,rent
New,saburtalo,533,1,1,1,20,rent
New,saburtalo,1070,1,2,1,71,rent
New,saburtalo,1330,1,2,9,64,rent
New,chugureti,666,1,1,3,30,rent
New,saburtalo,1200,2,3,2,63,rent
New,avlabari,1200,2,3,2,70,rent
New,vake,1330,1,2,5,55,rent
New,saburtalo,1200,1,2,8,50,rent
New,avlabari,500,1,2,0,50,rent
New,varketili,600,1,2,1,41,rent
New,saburtalo,1330,1,2,2,64,rent
New,saburtalo,1010,2,3,12,100,rent
New,saburtalo,1460,1,2,7,83,rent
Old,saburtalo,799,2,3,6,87,rent
Old,mtatsminda,2650,3,4,2,108,rent
Old,ortachala,932,2,3,6,85,rent
New,ortachala,1070,1,2,5,54,rent
New,saburtalo,879,1,2,5,42,rent
Old,sanzona,879,1,2,7,70,rent
Old,saburtalo,932,2,3,2,60,rent
New,saburtalo,932,1,2,4,56,rent
Old,saburtalo,666,1,1,7,40,rent
New,saburtalo,1350,1,2,9,70,rent
Old,(i-v),660,1,2,12,60,rent
New,vake,3460,2,3,7,118,rent
New,avlabari,1200,1,2,7,52,rent
New,didube,799,1,2,10,40,rent
New,saburtalo,1450,2,3,7,90,rent
Old,saburtalo,1000,1,2,3,65,rent
New,avlabari,1330,1,2,8,65,rent
New,varketili,900,2,3,12,65,rent
New,vake,5330,3,5,1,190,rent
New,digomi,799,2,3,6,63,rent
New,saburtalo,1280,2,3,11,75,rent
New,saburtalo,790,1,1,6,37,rent
New,isani,930,2,3,2,62,rent
New,ortachala,1730,2,3,5,62,rent
New,vera,2130,2,3,2,110,rent
Old,saburtalo,1460,3,4,1,90,rent
New,saburtalo,2660,2,3,12,156,rent
New,saburtalo,1600,2,3,11,85,rent
Old,saburtalo,1200,2,3,6,91,rent
New,vake,2140,2,3,4,125,rent
New,vake,2140,2,3,5,165,rent
New,vake,2270,2,3,9,120,rent
New,vake,2670,2,3,5,95,rent
New,vake,2670,2,3,4,120,rent
New,vake,2670,2,3,4,120,rent
Old,mtatsminda,2650,1,2,3,85,rent
New,saburtalo,1400,2,3,8,90,rent
Old,sololaki,2000,2,3,2,95,rent
New,saburtalo,932,1,2,13,59,rent
Old, (i-vii),1000,2,3,2,65,rent
Old,vake,3730,3,4,6,167,rent
New,saburtalo,500,1,1,1,25,rent
New,saburtalo,1200,1,2,3,61,rent
Old,saburtalo,900,2,3,3,65,rent
Old,saburtalo,932,2,3,1,100,rent
Old,saburtalo,799,1,2,14,50,rent
New,saburtalo,1600,1,2,6,65,rent
New,avlabari,1460,1,2,5,50,rent
New,saburtalo,799,1,2,1,60,rent
New,saburtalo,1590,2,3,9,127,rent
New,saburtalo,930,1,2,7,56,rent
New,ortachala,2660,2,3,8,130,rent
New,didube,1300,2,3,2,81,rent
New,saburtalo,1600,1,2,6,62,rent
Old,didube,700,1,2,8,35,rent
Old,temka,750,2,3,2,80,rent
New,digomi,1070,1,2,5,52,rent
New,nadzaladevi,799,1,2,2,80,rent
New,sanzona,550,2,3,0,60,rent
New,sanzona,666,1,2,7,55,rent
New,saburtalo,1200,2,3,5,62,rent
New,saburtalo,1280,2,3,6,80,rent
New,saburtalo,350,0,1,1,18,rent
Old,saburtalo,600,1,2,10,50,rent
New,sanzona,692,2,3,5,55,rent
New,gldani,800,1,2,10,50,rent
New,ortachala,1200,1,2,7,58,rent
Old,saburtalo,932,1,1,7,37,rent
Old,sanzona,650,2,3,8,74,rent
Old,vake,1900,2,3,2,90,rent
New,saburtalo,3600,3,4,5,120,rent
New,saburtalo,935,1,2,13,60,rent
New,vake,1450,1,2,14,55,rent
New,mtatsminda,2930,1,2,9,49,rent
New,saburtalo,1070,2,3,7,70,rent
New,didube,1600,2,3,4,110,rent
New,varketili,800,2,3,5,80,rent
New,saburtalo,1160,2,3,12,100,rent
New,saburtalo,940,1,2,5,57,rent
New,saburtalo,2260,3,4,3,120,rent
Old,sanzona,1070,2,4,6,94,rent
New,saburtalo,932,1,2,2,54,rent
New,avlabari,1330,1,2,3,61,rent
New,saburtalo,932,1,2,3,51,rent
New,ortachala,1600,2,3,3,78,rent
New,sanzona,879,1,2,5,60,rent
Old,saburtalo,600,1,1,2,47,rent
New,saburtalo,1730,2,3,9,90,rent
New,saburtalo,1600,2,3,3,85,rent
Old,vake,1000,1,2,7,60,rent
Old,saburtalo,1330,2,3,7,100,rent
Old,avlabari,700,0,2,1,75,rent
New,digomi,700,1,2,7,45,rent
New,avlabari,1600,1,2,9,60,rent
Old,chugureti,1000,2,2,1,62,rent
Old,saburtalo,550,1,1,3,60,rent
New,saburtalo,1300,1,2,10,60,rent
Old,mtatsminda,2130,3,4,1,120,rent
New,vake,1600,2,3,6,74,rent
New,saburtalo,1330,2,3,5,130,rent
New,digomi,700,1,2,7,45,rent
New,saburtalo,800,2,3,2,55,rent
Old,avlabari,250,1,1,1,14,rent
New,gldani,800,1,2,4,57,rent
Old,mtatsminda,1200,2,3,2,85,rent
New,saburtalo,1070,1,2,2,77,rent
New,saburtalo,799,1,2,5,75,rent
New,saburtalo,932,1,2,4,60,rent
New,digomi,533,1,2,4,65,rent
New,mtatsminda,3990,4,6,2,200,rent
Old,chugureti,1600,1,3,2,83,rent
New,saburtalo,1010,1,2,8,60,rent
New, (i-vii),799,1,2,5,37,rent
New,vashlijvari,600,1,2,8,52,rent
Old,saburtalo,905,1,2,5,60,rent
New,saburtalo,1010,1,2,2,60,rent
New,saburtalo,1140,2,3,4,85,rent
Old,saburtalo,666,1,1,7,40,rent
New,saburtalo,2950,2,3,4,100,rent
Old,didube,1200,2,3,8,90,rent
Old,varketili,700,2,3,1,70,rent
New,mtatsminda,2410,1,2,5,65,rent
New,chugureti,1750,2,3,4,80,rent
New,ortachala,1800,2,3,2,100,rent
New,gldani,800,1,2,11,45,rent
New,didube,1330,2,3,6,64,rent
New,saburtalo,1600,2,3,3,85,rent
New,vake,3990,2,4,4,180,rent
New,saburtalo,1600,1,2,2,60,rent
New,saburtalo,1300,1,2,12,56,rent
New,vake,2530,1,2,2,90,rent
New,vake,1460,2,3,3,60,rent
New,saburtalo,1710,2,3,11,120,rent
New,saburtalo,1300,2,3,2,69,rent
New,saburtalo,1330,2,3,10,72,rent
New,saburtalo,1460,2,3,13,60,rent
New,saburtalo,2340,2,3,11,100,rent
New,saburtalo,800,2,2,3,55,rent
New,saburtalo,1300,2,3,4,59,rent
New,vake,2600,1,2,5,65,rent
Old,chugureti,600,1,2,2,30,rent
Old,vake,650,1,2,5,60,rent
New,saburtalo,1300,2,3,4,60,rent
New,saburtalo,2080,2,3,4,110,rent
Old,saburtalo,600,1,1,2,40,rent
New,saburtalo,932,1,2,2,70,rent
New,saburtalo,1520,1,2,3,67,rent
New,saburtalo,1730,2,3,3,120,rent
New,vera,1730,1,2,7,46,rent
New,mtatsminda,3200,2,3,5,78,rent
New,vera,2130,2,3,7,104,rent
Old,saburtalo,1070,2,3,5,83,rent
New,saburtalo,1070,1,2,5,55,rent
New,saburtalo,1330,1,2,1,70,rent
New,saburtalo,1600,1,2,4,59,rent
New,saburtalo,1200,1,2,8,61,rent
New,saburtalo,1460,2,3,2,100,rent
New,sanzona,700,1,2,3,52,rent
New,gldani,800,1,2,10,50,rent
New,saburtalo,1320,2,3,10,100,rent
New,vake,2130,2,3,9,120,rent
New,saburtalo,2400,2,3,8,77,rent
New,saburtalo,1330,2,3,2,130,rent
New,saburtalo,1650,2,3,12,75,rent
New,didube,905,1,2,10,55,rent
New,saburtalo,1300,1,2,12,56,rent
New,saburtalo,1600,1,2,9,60,rent
New,vake,1860,1,2,7,65,rent
New,didube,1200,2,3,11,80,rent
New,saburtalo,2130,2,3,14,80,rent
New,digomi,800,1,2,4,65,rent
New,digomi,700,1,2,7,45,rent
New,vake,2650,2,3,5,100,rent
New,ortachala,2000,1,2,5,65,rent
Old,mtatsminda,1070,1,2,4,85,rent
New,vake,2130,2,3,7,130,rent
New,vake,6500,3,4,4,150,rent
New,vake,2100,2,3,5,120,rent
Old,mtatsminda,930,2,3,2,55,rent
New,vake,2500,3,4,6,170,rent
Old,mtatsminda,370,0,1,1,30,rent
New,vake,4900,3,4,8,181,rent
New,saburtalo,2400,4,5,2,230,rent
Old, (i-vii),950,1,2,6,55,rent
Old,(i-v),600,1,1,2,42,rent
New,mtatsminda,2650,3,4,3,75,rent
New,saburtalo,1330,2,3,3,95,rent
New,didube,1460,3,4,8,150,rent
New,ortachala,2660,2,3,8,140,rent
Old,chugureti,950,1,1,1,50,rent
Old,saburtalo,550,1,1,3,56,rent
New,avlabari,2000,2,4,4,165,rent
New,ortachala,3990,3,4,3,100,rent
Old,sanzona,666,1,2,8,50,rent
Old,saburtalo,550,1,1,2,30,rent
New,saburtalo,1390,1,2,9,64,rent
New,varketili,600,2,3,8,65,rent
New,vake,5300,2,3,7,115,rent
Old,saburtalo,1070,2,3,3,85,rent
